fecha,tipo_movimiento,categoria,importe_eur,saldo_post_movimiento,descripcion,canal,mes,dia,alerta,tipo_movimiento_general
2024-09-23,Gasto,Restaurantes,-30.47,387.25000000000273,Pago con tarjeta,Tarjeta,September,Monday,Saldo negativo,gasto extraordinario
2024-09-24,Gasto,Ocio,-33.79,353.46000000000276,Pago con tarjeta,Tarjeta,September,Tuesday,Saldo negativo,gasto extraordinario
2024-09-24,Gasto,Bizum,-119.17,234.2900000000027,Bizum enviado,Bizum,September,Tuesday,Saldo negativo,sin definir
2024-09-25,Gasto,Alimentación,-40.17,194.12000000000262,Pago con tarjeta,Tarjeta,September,Wednesday,Saldo negativo,gasto recurrente
2024-09-28,Gasto,Alimentación,-49.46,144.66000000000258,Pago con tarjeta,Tarjeta,September,Saturday,Saldo negativo,gasto recurrente
2024-09-29,Gasto,Transporte,-34.43,110.23000000000229,Pago con tarjeta,Tarjeta,September,Sunday,Saldo negativo,gasto recurrente
2024-10-01,Ingreso,Salario,2345.26,2455.4900000000025,Nómina mensual,Transferencia,October,Tuesday,Saldo negativo,ingreso de dinero
2024-10-01,Gasto,Ropa,-46.57,2408.9200000000023,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto extraordinario
2024-10-01,Gasto,Educación,-22.45,2386.4700000000025,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,fijo
2024-10-02,Gasto,Ocio,-40.03,2346.4400000000023,Pago con tarjeta,Tarjeta,October,Wednesday,Saldo negativo,gasto extraordinario
2024-10-03,Gasto,Salud,-51.68,2294.7600000000025,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto recurrente
2024-10-03,Gasto,Salud,-8.57,2286.1900000000023,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto recurrente
2024-10-05,Gasto,Alquiler,-900.0,1386.1900000000023,Cargo Alquiler,Débito,October,Saturday,Saldo negativo,fijo
2024-10-05,Gasto,Restaurantes,-45.55,1340.6400000000021,Pago con tarjeta,Tarjeta,October,Saturday,Saldo negativo,gasto extraordinario
2024-10-06,Gasto,Alimentación,-8.08,1332.5600000000022,Pago con tarjeta,Tarjeta,October,Sunday,Saldo negativo,gasto recurrente
2024-10-06,Gasto,Alimentación,-14.82,1317.740000000002,Pago con tarjeta,Tarjeta,October,Sunday,Saldo negativo,gasto recurrente
2024-10-07,Gasto,Préstamo personal,-220.0,1097.740000000002,Cargo Préstamo personal,Débito,October,Monday,Saldo negativo,fijo
2024-10-07,Gasto,Alimentación,-32.44,1065.300000000002,Pago con tarjeta,Tarjeta,October,Monday,Saldo negativo,gasto recurrente
2024-10-08,Gasto,Transporte,-9.19,1056.110000000002,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto recurrente
2024-10-08,Gasto,Alimentación,-34.94,1021.1700000000019,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto recurrente
2024-10-10,Gasto,Alimentación,-25.98,995.1900000000019,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto recurrente
2024-10-10,Gasto,Alimentación,-16.55,978.6400000000017,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto recurrente
2024-10-12,Gasto,Electricidad,-70.0,908.6400000000017,Cargo Electricidad,Débito,October,Saturday,Saldo negativo,fijo
2024-10-12,Gasto,Gas,-45.0,863.6400000000017,Cargo Gas,Débito,October,Saturday,Saldo negativo,fijo
2024-10-13,Gasto,Otros,-18.55,845.0900000000015,Pago con tarjeta,Tarjeta,October,Sunday,Saldo negativo,gasto extraordinario
2024-10-14,Gasto,Salud,-22.2,822.8900000000017,Pago con tarjeta,Tarjeta,October,Monday,Saldo negativo,gasto recurrente
2024-10-14,Gasto,Transporte,-23.53,799.3600000000015,Pago con tarjeta,Tarjeta,October,Monday,Saldo negativo,gasto recurrente
2024-10-15,Gasto,Internet,-55.0,744.3600000000015,Cargo Internet,Débito,October,Tuesday,Saldo negativo,fijo
2024-10-15,Gasto,Telefonía,-35.0,709.3600000000015,Cargo Telefonía,Débito,October,Tuesday,Saldo negativo,fijo
2024-10-16,Gasto,Ocio,-40.82,668.5400000000018,Pago con tarjeta,Tarjeta,October,Wednesday,Saldo negativo,gasto extraordinario
2024-10-16,Gasto,Bizum,-109.43,559.1100000000015,Bizum enviado,Bizum,October,Wednesday,Saldo negativo,sin definir
2024-10-16,Ingreso,Ingreso extra,98.33,657.4400000000014,Ingreso puntual,Transferencia,October,Wednesday,Saldo negativo,ingreso de dinero
2024-10-17,Gasto,Alimentación,-40.01,617.4300000000012,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto recurrente
2024-10-17,Gasto,Ocio,-57.74,559.6900000000014,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto extraordinario
2024-10-17,Ingreso,Bizum,16.28,575.9700000000012,Bizum recibido,Bizum,October,Thursday,Saldo negativo,sin definir
2024-10-18,Gasto,Seguro,-45.0,530.9700000000012,Cargo Seguro,Débito,October,Friday,Saldo negativo,fijo
2024-10-19,Gasto,Alimentación,-13.71,517.2600000000011,Pago con tarjeta,Tarjeta,October,Saturday,Saldo negativo,gasto recurrente
2024-10-20,Gasto,Streaming,-25.0,492.2600000000011,Cargo Streaming,Débito,October,Sunday,Saldo negativo,fijo
2024-10-20,Gasto,Transporte,-29.38,462.880000000001,Pago con tarjeta,Tarjeta,October,Sunday,Saldo negativo,gasto recurrente
2024-10-20,Ingreso,Ingreso extra,292.41,755.2900000000009,Ingreso puntual,Transferencia,October,Sunday,Saldo negativo,ingreso de dinero
2024-10-22,Gasto,Transporte,-33.71,721.5800000000008,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto recurrente
2024-10-22,Gasto,Otros,-15.54,706.0400000000009,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto extraordinario
2024-10-23,Gasto,Transporte,-26.17,679.8700000000008,Pago con tarjeta,Tarjeta,October,Wednesday,Saldo negativo,gasto recurrente
2024-10-24,Gasto,Ocio,-36.35,643.5200000000004,Pago con tarjeta,Tarjeta,October,Thursday,Saldo negativo,gasto extraordinario
2024-10-25,Gasto,Ocio,-36.26,607.2600000000002,Pago con tarjeta,Tarjeta,October,Friday,Saldo negativo,gasto extraordinario
2024-10-26,Gasto,Ocio,-19.24,588.0200000000004,Pago con tarjeta,Tarjeta,October,Saturday,Saldo negativo,gasto extraordinario
2024-10-26,Gasto,Alimentación,-44.9,543.1200000000008,Pago con tarjeta,Tarjeta,October,Saturday,Saldo negativo,gasto recurrente
2024-10-29,Gasto,Ropa,-35.01,508.1100000000006,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto extraordinario
2024-10-29,Gasto,Alimentación,-45.6,462.5100000000002,Pago con tarjeta,Tarjeta,October,Tuesday,Saldo negativo,gasto recurrente
2024-10-30,Gasto,Ropa,-37.01,425.5,Pago con tarjeta,Tarjeta,October,Wednesday,Saldo negativo,gasto extraordinario
2024-10-30,Gasto,Transporte,-12.9,412.60000000000036,Pago con tarjeta,Tarjeta,October,Wednesday,Saldo negativo,gasto recurrente
2024-11-01,Ingreso,Salario,2280.93,2693.53,Nómina mensual,Transferencia,November,Friday,Saldo negativo,ingreso de dinero
2024-11-01,Gasto,Transporte,-22.93,2670.6000000000004,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto recurrente
2024-11-01,Gasto,Ropa,-38.03,2632.57,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto extraordinario
2024-11-04,Gasto,Transporte,-39.1,2593.4700000000003,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto recurrente
2024-11-04,Gasto,Alimentación,-22.87,2570.6000000000004,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto recurrente
2024-11-05,Gasto,Alquiler,-900.0,1670.6000000000004,Cargo Alquiler,Débito,November,Tuesday,Saldo negativo,fijo
2024-11-06,Gasto,Otros,-29.72,1640.8800000000006,Pago con tarjeta,Tarjeta,November,Wednesday,Saldo negativo,gasto extraordinario
2024-11-07,Gasto,Préstamo personal,-220.0,1420.8800000000006,Cargo Préstamo personal,Débito,November,Thursday,Saldo negativo,fijo
2024-11-07,Gasto,Otros,-42.12,1378.7600000000007,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto extraordinario
2024-11-07,Gasto,Alimentación,-37.16,1341.6000000000008,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto recurrente
2024-11-08,Gasto,Ocio,-17.75,1323.8500000000008,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto extraordinario
2024-11-08,Gasto,Salud,-50.59,1273.2600000000007,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto recurrente
2024-11-09,Gasto,Ocio,-24.33,1248.9300000000007,Pago con tarjeta,Tarjeta,November,Saturday,Saldo negativo,gasto extraordinario
2024-11-10,Gasto,Ocio,-50.95,1197.980000000001,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto extraordinario
2024-11-10,Gasto,Alimentación,-17.4,1180.5800000000008,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto recurrente
2024-11-11,Gasto,Restaurantes,-38.02,1142.5600000000009,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto extraordinario
2024-11-12,Gasto,Electricidad,-70.0,1072.5600000000009,Cargo Electricidad,Débito,November,Tuesday,Saldo negativo,fijo
2024-11-12,Gasto,Gas,-45.0,1027.5600000000009,Cargo Gas,Débito,November,Tuesday,Saldo negativo,fijo
2024-11-12,Gasto,Alimentación,-36.69,990.8700000000008,Pago con tarjeta,Tarjeta,November,Tuesday,Saldo negativo,gasto recurrente
2024-11-13,Gasto,Ocio,-59.57,931.3000000000006,Pago con tarjeta,Tarjeta,November,Wednesday,Saldo negativo,gasto extraordinario
2024-11-13,Ingreso,Bizum,18.48,949.7800000000007,Bizum recibido,Bizum,November,Wednesday,Saldo negativo,sin definir
2024-11-14,Gasto,Alimentación,-20.24,929.5400000000009,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto recurrente
2024-11-15,Gasto,Internet,-55.0,874.5400000000009,Cargo Internet,Débito,November,Friday,Saldo negativo,fijo
2024-11-15,Gasto,Telefonía,-35.0,839.5400000000009,Cargo Telefonía,Débito,November,Friday,Saldo negativo,fijo
2024-11-17,Gasto,Alimentación,-23.66,815.880000000001,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto recurrente
2024-11-17,Gasto,Alimentación,-25.04,790.840000000001,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto recurrente
2024-11-17,Ingreso,Ingreso extra,214.86,1005.7000000000012,Ingreso puntual,Transferencia,November,Sunday,Saldo negativo,ingreso de dinero
2024-11-18,Gasto,Seguro,-45.0,960.7000000000012,Cargo Seguro,Débito,November,Monday,Saldo negativo,fijo
2024-11-18,Gasto,Alimentación,-44.74,915.9600000000014,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto recurrente
2024-11-18,Gasto,Alimentación,-47.06,868.9000000000015,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto recurrente
2024-11-18,Ingreso,Ingreso extra,388.1,1257.0000000000014,Ingreso puntual,Transferencia,November,Monday,Saldo negativo,ingreso de dinero
2024-11-19,Gasto,Transporte,-35.7,1221.3000000000015,Pago con tarjeta,Tarjeta,November,Tuesday,Saldo negativo,gasto recurrente
2024-11-20,Gasto,Streaming,-25.0,1196.3000000000015,Cargo Streaming,Débito,November,Wednesday,Saldo negativo,fijo
2024-11-20,Gasto,Alimentación,-17.49,1178.8100000000018,Pago con tarjeta,Tarjeta,November,Wednesday,Saldo negativo,gasto recurrente
2024-11-20,Gasto,Alimentación,-27.52,1151.2900000000018,Pago con tarjeta,Tarjeta,November,Wednesday,Saldo negativo,gasto recurrente
2024-11-21,Gasto,Transporte,-11.35,1139.9400000000019,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto recurrente
2024-11-21,Gasto,Salud,-53.62,1086.320000000002,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto recurrente
2024-11-22,Gasto,Alimentación,-41.92,1044.400000000002,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto recurrente
2024-11-22,Gasto,Alimentación,-32.56,1011.840000000002,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto recurrente
2024-11-23,Gasto,Alimentación,-28.39,983.4500000000021,Pago con tarjeta,Tarjeta,November,Saturday,Saldo negativo,gasto recurrente
2024-11-23,Gasto,Ocio,-35.31,948.1400000000021,Pago con tarjeta,Tarjeta,November,Saturday,Saldo negativo,gasto extraordinario
2024-11-23,Ingreso,Bizum,105.54,1053.680000000002,Bizum recibido,Bizum,November,Saturday,Saldo negativo,sin definir
2024-11-23,Ingreso,Ingreso extra,302.22,1355.9000000000024,Ingreso puntual,Transferencia,November,Saturday,Saldo negativo,ingreso de dinero
2024-11-24,Gasto,Restaurantes,-48.24,1307.6600000000026,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto extraordinario
2024-11-24,Gasto,Transporte,-54.41,1253.2500000000027,Pago con tarjeta,Tarjeta,November,Sunday,Saldo negativo,gasto recurrente
2024-11-25,Gasto,Transporte,-43.17,1210.0800000000027,Pago con tarjeta,Tarjeta,November,Monday,Saldo negativo,gasto recurrente
2024-11-28,Gasto,Restaurantes,-10.37,1199.7100000000028,Pago con tarjeta,Tarjeta,November,Thursday,Saldo negativo,gasto extraordinario
2024-11-29,Gasto,Transporte,-32.43,1167.280000000003,Pago con tarjeta,Tarjeta,November,Friday,Saldo negativo,gasto recurrente
2024-11-30,Gasto,Alimentación,-16.48,1150.800000000003,Pago con tarjeta,Tarjeta,November,Saturday,Saldo negativo,gasto recurrente
2024-11-30,Ingreso,Bizum,21.88,1172.680000000003,Bizum recibido,Bizum,November,Saturday,Saldo negativo,sin definir
2024-12-01,Ingreso,Salario,2168.42,3341.100000000003,Nómina mensual,Transferencia,December,Sunday,Saldo negativo,ingreso de dinero
2024-12-01,Gasto,Alimentación,-19.08,3322.020000000003,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-02,Gasto,Transporte,-53.46,3268.560000000003,Pago con tarjeta,Tarjeta,December,Monday,Saldo negativo,gasto recurrente
2024-12-03,Gasto,Alimentación,-24.03,3244.5300000000034,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto recurrente
2024-12-03,Gasto,Ocio,-53.88,3190.6500000000033,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto extraordinario
2024-12-04,Gasto,Otros,-50.7,3139.950000000003,Pago con tarjeta,Tarjeta,December,Wednesday,Saldo negativo,gasto extraordinario
2024-12-04,Gasto,Alimentación,-34.93,3105.020000000003,Pago con tarjeta,Tarjeta,December,Wednesday,Saldo negativo,gasto recurrente
2024-12-04,Ingreso,Bizum,38.34,3143.360000000003,Bizum recibido,Bizum,December,Wednesday,Saldo negativo,sin definir
2024-12-05,Gasto,Alquiler,-900.0,2243.360000000003,Cargo Alquiler,Débito,December,Thursday,Saldo negativo,fijo
2024-12-05,Gasto,Ropa,-42.46,2200.900000000003,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto extraordinario
2024-12-05,Gasto,Alimentación,-33.16,2167.740000000003,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto recurrente
2024-12-06,Gasto,Otros,-42.77,2124.970000000003,Pago con tarjeta,Tarjeta,December,Friday,Saldo negativo,gasto extraordinario
2024-12-07,Gasto,Préstamo personal,-220.0,1904.970000000003,Cargo Préstamo personal,Débito,December,Saturday,Saldo negativo,fijo
2024-12-07,Gasto,Alimentación,-11.92,1893.050000000003,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-07,Gasto,Alimentación,-14.4,1878.6500000000028,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-09,Gasto,Restaurantes,-38.01,1840.6400000000026,Pago con tarjeta,Tarjeta,December,Monday,Saldo negativo,gasto extraordinario
2024-12-09,Gasto,Bizum,-23.53,1817.1100000000024,Bizum enviado,Bizum,December,Monday,Saldo negativo,sin definir
2024-12-10,Gasto,Restaurantes,-52.3,1764.8100000000022,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto extraordinario
2024-12-10,Gasto,Restaurantes,-12.04,1752.7700000000023,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto extraordinario
2024-12-11,Gasto,Salud,-52.59,1700.180000000002,Pago con tarjeta,Tarjeta,December,Wednesday,Saldo negativo,gasto recurrente
2024-12-11,Gasto,Educación,-30.41,1669.7700000000023,Pago con tarjeta,Tarjeta,December,Wednesday,Saldo negativo,fijo
2024-12-12,Gasto,Electricidad,-70.0,1599.7700000000023,Cargo Electricidad,Débito,December,Thursday,Saldo negativo,fijo
2024-12-12,Gasto,Gas,-45.0,1554.7700000000023,Cargo Gas,Débito,December,Thursday,Saldo negativo,fijo
2024-12-12,Gasto,Restaurantes,-35.34,1519.430000000002,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto extraordinario
2024-12-12,Gasto,Transporte,-16.61,1502.820000000002,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto recurrente
2024-12-14,Gasto,Alimentación,-24.9,1477.920000000002,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-15,Gasto,Internet,-55.0,1422.920000000002,Cargo Internet,Débito,December,Sunday,Saldo negativo,fijo
2024-12-15,Gasto,Telefonía,-35.0,1387.920000000002,Cargo Telefonía,Débito,December,Sunday,Saldo negativo,fijo
2024-12-15,Gasto,Transporte,-37.1,1350.820000000002,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-15,Gasto,Alimentación,-14.19,1336.630000000002,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-16,Gasto,Restaurantes,-10.03,1326.6000000000017,Pago con tarjeta,Tarjeta,December,Monday,Saldo negativo,gasto extraordinario
2024-12-16,Ingreso,Bizum,52.68,1379.2800000000016,Bizum recibido,Bizum,December,Monday,Saldo negativo,sin definir
2024-12-17,Gasto,Alimentación,-43.72,1335.5600000000018,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto recurrente
2024-12-17,Gasto,Restaurantes,-27.49,1308.070000000002,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto extraordinario
2024-12-18,Gasto,Seguro,-45.0,1263.070000000002,Cargo Seguro,Débito,December,Wednesday,Saldo negativo,fijo
2024-12-18,Gasto,Alimentación,-49.28,1213.7900000000018,Pago con tarjeta,Tarjeta,December,Wednesday,Saldo negativo,gasto recurrente
2024-12-19,Gasto,Restaurantes,-35.68,1178.110000000002,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto extraordinario
2024-12-20,Gasto,Streaming,-25.0,1153.110000000002,Cargo Streaming,Débito,December,Friday,Saldo negativo,fijo
2024-12-20,Gasto,Alimentación,-15.4,1137.7100000000019,Pago con tarjeta,Tarjeta,December,Friday,Saldo negativo,gasto recurrente
2024-12-20,Gasto,Alimentación,-21.94,1115.7700000000018,Pago con tarjeta,Tarjeta,December,Friday,Saldo negativo,gasto recurrente
2024-12-21,Gasto,Transporte,-59.99,1055.780000000002,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-21,Gasto,Alimentación,-42.9,1012.8800000000019,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-22,Gasto,Transporte,-40.27,972.610000000002,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-22,Gasto,Alimentación,-24.27,948.340000000002,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-22,Gasto,Bizum,-62.31,886.030000000002,Bizum enviado,Bizum,December,Sunday,Saldo negativo,sin definir
2024-12-24,Gasto,Transporte,-11.0,875.030000000002,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto recurrente
2024-12-24,Ingreso,Ingreso extra,390.27,1265.300000000002,Ingreso puntual,Transferencia,December,Tuesday,Saldo negativo,ingreso de dinero
2024-12-26,Gasto,Restaurantes,-22.86,1242.4400000000019,Pago con tarjeta,Tarjeta,December,Thursday,Saldo negativo,gasto extraordinario
2024-12-27,Gasto,Restaurantes,-45.74,1196.700000000002,Pago con tarjeta,Tarjeta,December,Friday,Saldo negativo,gasto extraordinario
2024-12-28,Gasto,Transporte,-57.71,1138.990000000002,Pago con tarjeta,Tarjeta,December,Saturday,Saldo negativo,gasto recurrente
2024-12-29,Gasto,Alimentación,-17.42,1121.570000000002,Pago con tarjeta,Tarjeta,December,Sunday,Saldo negativo,gasto recurrente
2024-12-29,Ingreso,Ingreso extra,390.89,1512.4600000000019,Ingreso puntual,Transferencia,December,Sunday,Saldo negativo,ingreso de dinero
2024-12-30,Gasto,Alimentación,-27.88,1484.5800000000017,Pago con tarjeta,Tarjeta,December,Monday,Saldo negativo,gasto recurrente
2024-12-31,Gasto,Transporte,-50.63,1433.9500000000016,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto recurrente
2024-12-31,Gasto,Alimentación,-39.2,1394.7500000000018,Pago con tarjeta,Tarjeta,December,Tuesday,Saldo negativo,gasto recurrente
